Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Dominica,DMA,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinamarca,DNK,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.16699982,14.96800041,14.56499958,15.06499958,14.94999981,15.07299995,14.4659996,14.64999962,15.38199997,13.5010004,14.40200043,12.25,11.64000034,12.00899982,12.40600014,11.62899971,12.64299965,12.24300003,10.04899979,9.222000122,9.345999718,9.477000237,9.18200016,9.289999962,9.663999557,9.302000046,8.956999779,8.720999718,8.571000099,8.411000252
República Dominicana,DOM,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.77000046,22.62100029,22.32600021,21.97800064,21.63500023,21.17099953,21.42900085,22.2689991,20.7689991,20.31699944,17.16799927,15.49699974,15.36800003,15.18900013,15.10700035,14.30099964,13.84300041,14.43200016,9.461999893,9.68200016,9.633000374,10.47000027,8.847999573,9.668999672,9.897000313,9.083000183,9.585000038,9.508000374,9.383000374,9.305000305
Argelia,DZA,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.91500092,33.68600082,33.34199905,33.08100128,32.7820015,32.48099899,32.0890007,31.83600044,31.12800026,30.35300064,29.79599953,28.04800034,26.38599968,26.22100067,26.13100052,25.8220005,25.55599976,25.13800049,24.7670002,24.32299995,23.83099937,23.88199997,23.93400002,24.04599953,24.16600037,24.25399971,24.36000061,23.93499947,23.60099983,23.3010006
Asia oriental y el Pacífico (excluido altos ingresos),EAP,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.76660506,21.91135993,22.61218163,22.9536139,23.18857004,23.51965793,23.56228868,22.9198543,22.37637744,21.85912242,21.65721772,20.6267361,20.58911183,21.20173313,22.24481414,23.02758303,23.87893275,23.85677744,23.92271657,24.33970356,24.58192664,25.00260897,24.70014799,24.45677819,23.85329614,23.51399476,22.97805836,22.9203952,22.80666879,22.69220956
inicial del dividendo demográfico,EAR,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.37361688,12.43195408,12.51298179,12.54316902,12.39247567,12.36809171,12.59667556,12.35342819,12.42321425,12.62324182,12.83810642,12.86194878,12.81833433,13.09459172,13.44766485,13.51443708,13.54458134,13.64000687,13.41797959,13.55544077,14.01559661,14.40144418,14.30767369,14.39841807,14.43967659,14.43033045,14.75122495,14.82988284,14.92316656,15.0293754
Asia oriental y el Pacífico,EAS,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.33409814,22.39003923,22.90938444,23.12728517,23.26348728,23.50562415,23.47595441,22.75444744,22.2202253,21.70915628,21.44992332,20.44192819,20.35517917,20.85551472,21.72384008,22.38947464,23.12652571,23.06991051,23.02897526,23.3833486,23.58380538,23.93957633,23.64352689,23.40950672,22.85581219,22.51298273,22.01784122,21.95017214,21.83006511,21.71392169
Europa y Asia central (excluido altos ingresos),ECA,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.50611643,25.08275259,24.67356278,23.01681624,21.82145638,20.84493424,19.56175871,19.0410823,18.69857745,18.75242531,19.2113793,19.16626243,18.82690058,18.67916227,18.4210615,18.034598,17.84766934,17.28490917,16.46033866,16.39434638,16.02924453,16.0214057,15.8425204,15.92396465,15.46611078,15.46410356,15.36151794,15.41837739,15.34159787,15.28894308
Europa y Asia central,ECS,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0133276,22.38023752,21.81078746,20.66201876,19.8828136,19.20574287,18.30116182,18.02772105,17.57679846,17.40046359,17.47496861,17.25028529,16.76353731,16.51925813,16.10897443,15.83457681,15.68457833,15.15845087,14.21182572,13.93741487,13.82009061,13.74505419,13.59631347,13.6255898,13.33565245,13.31745833,13.37006073,13.39162753,13.24158808,13.12496471
Ecuador,ECU,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.43600082,17.25399971,17.125,16.92499924,16.66900063,16.35099983,16.05800056,15.65799999,14.97299957,14.35200024,13.69999981,12.32900047,11.06999969,11.40100002,10.09899998,10.81700039,11.31000042,11.22799969,10.72000027,11.08199978,10.85999966,10.63099957,11.36499977,11.38399982,11.17399979,10.59500027,11.11999989,10.82900047,10.69699955,10.61200047
"Egipto, República Árabe de",EGY,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.09399986,10.34300041,8.093999863,7.375,9.237000465,8.673000336,8.045000076,9.086999893,11.16600037,6.861000061,10.13000011,10.35400009,6.15899992,5.782000065,4.909999847,6.006999969,6.147999763,5.539999962,5.120999813,5.925000191,5.092999935,5.507999897,5.06099987,5.020999908,5.629000187,6.21999979,6.843999863,6.928999901,7.018000126,7.171999931
Zona del Euro,EMU,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.98114253,19.44989566,18.8913289,18.51470273,18.24354758,17.59190464,17.18567843,17.25544862,16.81743982,16.61779975,16.37400356,15.99736625,15.3417134,14.93552038,14.41327598,14.04840258,13.85792339,13.20362981,12.44938925,12.06654555,12.03339398,11.8675693,11.69300432,11.57487344,11.46820462,11.36958789,11.52865418,11.58496645,11.38192768,11.21208036
Eritrea,ERI,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.350999832,6.416999817,6.506000042,6.618000031,6.611000061,6.684999943,6.790999889,6.765999794,6.652999878,6.406000137,6.40500021,6.313000202,6.032999992,5.928999901,5.868999958,5.68200016,5.563000202,5.225999832,5.129000187,5.092000008,5.140999794,5.085000038,4.813000202,5.039999962,4.673999786,4.72300005,4.46999979,4.578999996,4.563000202,4.546999931
España,ESP,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.11199951,15.66600037,15.10900021,14.39099979,13.97000027,13.62300014,13.65999985,13.74499989,13.49400043,14.44299984,14.36800003,14.31000042,13.31499958,12.77999973,12.41899967,11.62899971,11.61299992,11.22700024,10.07900047,9.557999611,8.909000397,9.06000042,8.482000351,8.442000389,8.680000305,8.43500042,8.852999687,9.116000175,8.968999863,8.861000061
Estonia,EST,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.23699951,29.90399933,27.22100067,26.04299927,26.54899979,25.35400009,25.21299934,23.73600006,22.74200058,22.62299919,25.34499931,22.66300011,22.60000038,25.65200043,24.19099998,21.63699913,21.8029995,22.09199905,19.36800003,17.95599937,19.06500053,17.65699959,17.1439991,17.52799988,17.46899986,17.25300026,17.34300041,17.33600044,17.07299995,16.81399918
Etiopía,ETH,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.93500042,8.677000046,8.791000366,8.678999901,8.666000366,8.819999695,8.751999855,8.418000221,8.437999725,8.55300045,8.751999855,8.663000107,8.451000214,8.906999588,9.06499958,9.041999817,9.039999962,9.038000107,8.956000328,8.965999603,8.958999634,8.93500042,8.932999611,9.020999908,9.180000305,9.350999832,9.579000473,9.661000252,9.739999771,9.812000275
Unión Europea,EUU,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25699039,21.37863375,20.656507,20.03085843,19.56618477,19.08023398,18.51529175,18.46455467,17.8836487,17.55378999,17.44195374,17.117572,16.51527474,16.29131136,15.71335056,15.46750356,15.3265837,14.7474624,13.79517643,13.2625067,13.28552,13.13360272,12.95669454,12.93045927,12.79890538,12.79219287,12.99669546,13.03718471,12.84661213,12.68334166
Frágiles y situaciones de conflicto afectados,FCS,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.489177829,8.565180735,8.552361096,8.394329921,8.438087585,8.439179469,8.507835261,8.524729781,8.466159742,8.456107417,8.460826663,8.469545559,8.481019423,8.492954215,8.599031582,8.721101337,8.824596499,8.855561474,8.884122971,8.913665027,8.893813512,9.119712548,9.308412021,9.355061093,9.386625399,9.354238601,9.38082888,9.371487184,9.336696111,9.31397143
Finlandia,FIN,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.78800011,15.1079998,14.43500042,13.94900036,14.74400043,13.96500015,13.88599968,15.06700039,14.18599987,14.22799969,13.75199986,13.63199997,12.86100006,12.34500027,12.28199959,11.84700012,11.45499992,10.3920002,9.960000038,9.902000427,9.291000366,9.050999641,9.06499958,8.616000175,8.734000206,8.805999756,8.550999641,8.906999588,8.795000076,8.654999733
Fiji,FJI,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.35599995,12.36299992,12.36600018,12.38500023,12.31299973,12.32499981,12.20100021,12.1590004,12.24699974,12.11600018,12.13799953,12.15600014,12.09200001,12.21000004,12.07900047,12.05300045,11.81700039,11.75300026,11.63099957,11.73200035,11.71000004,10.39700031,9.333999634,8.465999603,8.465000153,8.420000076,8.449000359,8.444000244,8.390999794,8.36400032
Francia,FRA,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00300026,15.65400028,15.21100044,15.14599991,15.02799988,14.33500004,14.38300037,14.28999996,14.35499954,14.04300022,13.93500042,13.33699989,12.3920002,12.50800037,12.06599998,11.7159996,11.52700043,10.94999981,10.3039999,10.1590004,10.53899956,10.26299953,10.13799953,9.675999641,9.402999878,9.282999992,9.909000397,9.640000343,9.458999634,9.340000153
Islas Feroe,FRO,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia (Estados Federados de),FSM,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabón,GAB,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.375999928,2.403000116,2.411000013,2.361000061,2.345000029,2.316999912,2.315000057,2.355999947,2.351000071,2.318000078,2.344000101,2.380000114,2.387000084,2.390000105,2.382999897,2.407999992,2.421000004,2.430000067,2.483999968,2.463999987,2.476000071,2.516000032,2.548000097,2.595999956,2.644999981,2.701999903,2.753000021,2.786000013,2.812999964,2.839999914
Reino Unido,GBR,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.43600082,16.14500046,15.80900002,14.31099987,14.09200001,13.96399975,13.27799988,13.1079998,12.55900002,11.95400047,11.3739996,10.80599976,10.23499966,9.527999878,9.380999565,9.420000076,9.432999611,9.409000397,7.684999943,7.425000191,7.513999939,7.647999763,7.68200016,7.938000202,7.671000004,7.598999977,7.662000179,7.449999809,7.335000038,7.217000008
Georgia,GEO,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.113999844,6.90500021,6.81099987,6.513999939,6.217000008,5.981999874,5.715000153,5.639999866,4.927999973,3.994999886,5.874000072,3.479000092,4.198999882,4.017000198,4.361999989,3.930999994,3.671000004,3.690000057,3.812999964,4.183000088,5.202000141,4.736999989,4.757999897,5.085999966,5.079999924,6.013000011,5.420000076,5.508999825,5.709000111,5.789000034
Ghana,GHA,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.88599968,14.82999992,14.80200005,14.72399998,14.66800022,14.62199974,14.58600044,14.55200005,14.54599953,14.37699986,14.27200031,14.19900036,14.16100025,14.18900013,14.2670002,14.34700012,13.73200035,13.23900032,12.67700005,12.23900032,11.9119997,11.49600029,11.0710001,15.19799995,20.22200012,20.62100029,21.68000031,22.9470005,23.63999939,24.06299973
Gibraltar,GIB,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.061000109,2.042999983,2.038000107,2.03399992,2.038000107,2.029999971,2.026000023,2.00999999,2.013000011,1.993999958,1.975999951,1.978999972,1.95599997,1.944000006,1.934999943,1.925999999,1.950000048,1.95599997,1.916000009,1.907999992,1.909000039,1.929999948,1.932000041,1.932999969,1.927999973,1.981999993,2.039999962,2.072000027,2.071000099,2.071000099
Gambia,GMB,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.688000202,5.617000103,5.547999859,5.482999802,5.426000118,5.372000217,5.331999779,5.269000053,5.290999889,5.261000156,5.238999844,5.024000168,5.026000023,5.039999962,4.892000198,4.730000019,4.646999836,4.649000168,4.627999783,4.631000042,4.396999836,4.374000072,4.323999882,4.197000027,4.203000069,4.092999935,4.013000011,4.006000042,3.994999886,3.98300004
Guinea-Bissau,GNB,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.034999847,5.96600008,5.938000202,5.919000149,5.876999855,5.903999805,5.859000206,5.488999844,5.390999794,5.301000118,5.144999981,5.03000021,4.901000023,4.806000233,4.755000114,4.644000053,4.56400013,4.543000221,4.454999924,4.421999931,4.43599987,4.326000214,4.261000156,4.15199995,4.184000015,4.197999954,4.222000122,4.196000099,4.177999973,4.168000221
Guinea Ecuatorial,GNQ,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.039999962,3.187000036,3.354000092,3.559000015,3.828999996,4.171999931,4.607999802,5.032999992,5.524000168,6.244999886,6.725999832,7.303999901,7.979000092,8.348999977,8.661000252,9.633999825,10.50899982,11.68700027,11.60999966,12.31799984,12.625,11.70600033,11.8579998,11.69099998,11.01599979,10.77499962,11.39599991,11.02099991,10.61400032,10.24199963
Grecia,GRC,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.47099972,15.21800041,14.81999969,14.0710001,13.82699966,13.57600021,13.29899979,12.22399998,12.375,12.125,11.63300037,11.14799976,11.03199959,10.44400024,9.909000397,9.840000153,9.845999718,9.380000114,8.640999794,7.815000057,7.500999928,7.413000107,7.5,7.5,7.971000195,8.142000198,8.173000336,7.727000237,7.691999912,7.642000198
Granada,GRD,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groenlandia,GRL,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.90500069,25.76099968,25.55699921,25.34399986,25.16300011,24.8920002,24.71800041,24.62299919,24.48699951,24.32799911,24.17700005,24.19300079,24.10499954,20.11400032,20.34900093,20.62000084,21.65299988,22.5,23.16699982,24.02199936,19.50099945,15.46899986,14.10400009,17.25699997,17.71299934,18.4810009,17.17200089,17.01799965,16.80200005,16.50099945
Guam,GUM,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.677999973,3.638999939,3.605999947,3.582999945,3.549999952,3.515000105,3.493999958,3.460999966,3.446000099,3.427000046,3.447999954,3.479000092,3.5,3.528000116,3.566999912,3.641000032,3.657000065,3.717000008,3.734999895,3.770999908,3.720000029,3.769999981,3.727999926,3.693000078,3.657999992,3.615999937,3.576999903,3.538000107,3.500999928,3.473999977
Guyana,GUY,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.28899956,20.39699936,20.24699974,20.33499908,20.38800049,20.36300087,20.87199974,18.57999992,16.88100052,15.13799953,13.81900024,12.60499954,12.23799992,11.89500046,11.49699974,11.16600037,10.87199974,10.60999966,10.30799961,10.01099968,9.774999619,9.532999992,9.324000359,9.095000267,8.880000114,8.576000214,8.381999969,8.25399971,8.145000458,8.055000305
Ingreso alto,HIC,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15996802,19.61638664,19.00374756,18.43003829,18.00279465,17.62487568,17.14081447,16.64022465,16.19187835,15.84459932,15.34681691,14.73322418,14.28583453,13.95500586,13.49104409,13.25591455,13.13099167,12.69984148,11.73077595,11.41504958,11.46472837,11.35390167,11.28487219,11.27684777,11.19242635,11.09042918,11.15075336,11.16310325,11.01259273,10.8721991
"Hong Kong, Región Administrativa Especial",HKG,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.51600075,26.58399963,22.71999931,19.73600006,18.70599937,16.37199974,14.39999962,12.5880003,11.73700047,10.42599964,9.845999718,9.161999702,8.152999878,7.245999813,6.52699995,6.30700016,5.877999783,5.261000156,5.078000069,4.815000057,4.630000114,4.480999947,4.355000019,4.257999897,4.176000118,4.111000061,4.03000021,3.960999966,3.914000034,3.88499999
Honduras,HND,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.12899971,24.68700027,26.90600014,28.87000084,28.68099976,28.66399956,27.12599945,26.43899918,24.59300041,25.0909996,25.41399956,26.33499908,25.46199989,23.87299919,24.90200043,22.58799934,22.31999969,21.38500023,20.11400032,19.12899971,20.60899925,21.16399956,19.1989994,22.73999977,20.89599991,20.03700066,20.28000069,18.29400063,17.77799988,17.41799927
Países pobres muy endeudados (PPME),HPC,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16079879,7.059709262,7.048177326,6.989728382,6.979362646,6.988643984,6.939665786,6.854311308,6.783725399,6.697264134,6.684811116,6.67306275,6.663314016,6.636043302,6.696335782,6.772145696,6.830972082,6.922590468,6.952438304,7.053315485,7.179543706,7.325277708,7.303985139,7.631946359,7.892543076,7.912599206,8.036293831,8.123327119,8.144883141,8.160362207
Croacia,HRV,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.94799995,22.27000046,21.91500092,21.73399925,21.13800049,20.9470005,21.07699966,20.81100082,20.46899986,20.43700027,20.5189991,20.43499947,19.81200027,18.21199989,18.09700012,17.81200027,18.1079998,18.02499962,16.38800049,14.875,16.32699966,16.7840004,15.42099953,15.35999966,15.02600002,14.54599953,13.50800037,15.19499969,15,14.86499977
Haití,HTI,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.443000078,3.375,3.298000097,3.190999985,3.190999985,3.186000109,3.119999886,3.075000048,3.020999908,2.930999994,2.855000019,2.788000107,2.730999947,2.631999969,2.582000017,2.520999908,2.489000082,2.423000097,2.384000063,2.249000072,2.230999947,2.164999962,2.141000032,2.107000113,2.069999933,2.022000074,1.970999956,1.929999948,1.88499999,1.850999951
Hungría,HUN,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.60499954,28.68400002,26.91799927,25.82799911,24.77599907,25.14299965,24.66399956,25.85400009,24.93400002,24.77099991,25.50300026,24.53100014,23.37800026,22.62800026,21.17200089,20.84799957,21.07600021,20.91300011,19.35199928,19.77000046,19.83499908,19.06399918,19.05200005,19.15399933,18.94000053,19.15999985,19.88400078,19.98999977,20.0189991,19.97900009
Sólo BIRF,IBD,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.99072033,20.8791223,21.13980176,21.04030821,20.97431957,21.04967221,20.91398135,20.41525519,19.9869258,19.58914933,19.42816179,18.73627761,18.61765342,19.05860623,19.65947027,20.12647227,20.70101989,20.71601617,20.56124117,20.83173011,21.15022959,21.58420827,21.28168419,21.05409873,20.53305314,20.22966744,19.89698744,19.82164864,19.72482916,19.63737571
BIRF y la AIF,IBT,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92570188,18.81500123,19.0071527,18.88598104,18.80281119,18.84423492,18.70461167,18.26238363,17.88882708,17.54251187,17.39104987,16.80657776,16.6980994,17.04105433,17.52313807,17.89061405,18.30697229,18.28300998,18.13150238,18.29736923,18.51744327,18.86206781,18.61201069,18.48181003,18.09617697,17.83471616,17.59742698,17.5401745,17.44148215,17.35070005
total de la AIF,IDA,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.59813125,8.561550596,8.564566682,8.481243474,8.435367824,8.460701157,8.479645352,8.453761905,8.454263778,8.454975451,8.49718584,8.502220722,8.553318513,8.575525536,8.671254433,8.797721541,8.7189514,8.753320795,8.836783008,8.862128169,8.927674404,9.081211336,9.154677712,9.55915219,9.836374233,9.862994235,10.13915045,10.29511545,10.37490918,10.45529789
mezcla de la AIF,IDB,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.69000435,12.54875624,12.38963399,12.22741919,11.99216496,11.89919037,11.78011684,11.60815692,11.44983947,11.17927813,10.94699143,10.7650357,10.62702257,10.46545831,10.45550426,10.44988708,10.02728324,9.897967689,9.994425148,9.768268325,9.685531637,9.914356524,10.13154757,10.55043932,10.94542199,10.83792104,11.09064073,11.34723811,11.44349958,11.56253978
Indonesia,IDN,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.85700035,12.82600021,14.46000004,16.30699921,15.97700024,15.90999985,16.27300072,13.94799995,13.98099995,14.96500015,16.11800003,15.77600002,15.1619997,14.20699978,15.9119997,15.35599995,15.02700043,14.57999992,14.41600037,14.94499969,15.06099987,15.77299976,15.7329998,15.42500019,15.76099968,15.99499989,16.65999985,16.9810009,17.02700043,17.08300018
Sólo AIF,IDX,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.029423807,7.033402929,7.094400664,7.038218083,7.094145078,7.155084426,7.213145248,7.244474678,7.304629868,7.404453391,7.556710536,7.633907835,7.751038426,7.838429627,7.973581564,8.144710155,8.197709216,8.295506704,8.367766668,8.492152823,8.615211867,8.742078989,8.763334513,9.164681794,9.39772127,9.487158072,9.780167476,9.901638075,9.97668493,10.04291556
Isla de Man,IMN,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.90799999,11.85099983,11.76900005,11.65299988,11.49800014,11.36299992,11.57800007,11.59500027,11.60000038,11.65400028,11.81099987,12.13399982,12.36699963,13.23499966,13.64999962,13.86800003,14.44200039,15.1789999,15.07499981,15.53299999,17.3579998,18.77000046,18.59399986,18.27700043,17.6760006,17.33699989,17.43499947,17.27799988,17.60400009,17.91799927
No clasificado,INX,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irlanda,IRL,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2140007,16.98900032,16.68099976,17.28499985,17.29500008,16.22999954,17.19599915,16.42700005,15.44900036,15.30300045,14.70499992,13.46399975,13.05200005,13.22599983,11.89099979,11.38599968,10.60200024,9.774000168,9.241000175,8.651000023,8.659000397,8.753000259,8.756999969,8.43500042,8.515000343,8.956999779,8.73900032,8.489999771,8.347000122,8.180000305
"Irán, República Islámica del",IRN,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.83200073,36.53900146,35.96300125,35.68899918,35.54199982,35.65100098,34.89799881,34.08599854,33.14799881,32.45399857,31.5340004,30.65600014,29.95599937,29.24300003,28.38199997,31.80800056,29.14699936,27.33799934,25.49300003,24.42200089,24.43199921,24.38999939,24.33699989,24.31599998,23.79599953,25.17300034,25.50699997,25.06699944,24.54500008,24.29100037
